symbol,date,open,high,low,close,adj_close,volume,source
BANKNIFTY,2011-01-03,11882.0996,11912.1504,11826.9502,11855.75,11855.6123,0,yahoo
BANKNIFTY,2011-01-04,11868.4004,11872.7998,11545.5498,11564.0498,11563.915,0,yahoo
BANKNIFTY,2011-01-05,11545.75,11545.75,11265.5498,11305.4502,11305.3184,0,yahoo
BANKNIFTY,2011-01-06,11350.7002,11377.0996,11164.75,11186.7998,11186.6699,0,yahoo
BANKNIFTY,2011-01-07,11146.4502,11258.5,11007.9004,11053.3496,11053.2207,0,yahoo
BANKNIFTY,2011-01-10,11024.5,11072.7002,10671.5996,10700.6504,10700.5264,0,yahoo
BANKNIFTY,2011-01-11,10734.2002,10951.2002,10620.7998,10833.5498,10833.4238,0,yahoo
BANKNIFTY,2011-01-12,10906.4004,11161.1504,10728.4502,11128.1504,11128.0215,0,yahoo
BANKNIFTY,2011-01-13,11125.9502,11127.9502,10676.5,10716.6504,10716.5254,0,yahoo
BANKNIFTY,2011-01-14,10746.7998,10907.2998,10387.9004,10432.9004,10432.7793,0,yahoo
BANKNIFTY,2011-01-17,10459.5996,10571.7998,10373.7998,10471.0996,10470.9775,0,yahoo
BANKNIFTY,2011-01-18,10534.2998,10677.9502,10520.2998,10618.5,10618.377,0,yahoo
BANKNIFTY,2011-01-19,10646,10715.0498,10562.25,10615.1504,10615.0273,0,yahoo
BANKNIFTY,2011-01-20,10579.25,10878.7998,10493.25,10798.3496,10798.2236,0,yahoo
BANKNIFTY,2011-01-21,10750.4004,10923.7002,10740,10889.4004,10889.2734,0,yahoo
BANKNIFTY,2011-01-24,10923.75,11177.8496,10913.4502,11151.1504,11151.0205,0,yahoo
BANKNIFTY,2011-01-25,11183.5498,11256.9502,10849.4004,10872.9502,10872.8242,0,yahoo
BANKNIFTY,2011-01-27,10946.4004,10970.8496,10639.8496,10676.1504,10676.0264,0,yahoo
BANKNIFTY,2011-01-28,10690.0498,10736.4004,10481.0996,10578.25,10578.127,0,yahoo
BANKNIFTY,2011-01-31,10444.3496,10696.2998,10400.25,10641.8496,10641.7256,0,yahoo
BANKNIFTY,2011-02-01,10683.4502,10683.4502,10457.7998,10481.2002,10481.0781,0,yahoo
BANKNIFTY,2011-02-02,10599,10614.9502,10418.2002,10470.1504,10470.0283,0,yahoo
BANKNIFTY,2011-02-03,10460.9502,10704.2998,10429.5,10670.5996,10670.4756,0,yahoo
BANKNIFTY,2011-02-04,10632.9004,10772.4502,10385.9004,10433.8496,10433.7285,0,yahoo
BANKNIFTY,2011-02-07,10457.7998,10509.7998,10354.5996,10384.0498,10383.9287,0,yahoo
BANKNIFTY,2011-02-08,10431.0498,10431.0498,10119.4502,10147.75,10147.6318,0,yahoo
BANKNIFTY,2011-02-09,10131.3496,10294.7998,10038.1504,10116.6504,10116.5332,0,yahoo
BANKNIFTY,2011-02-10,10106.25,10227.75,10017.8496,10074.0996,10073.9824,0,yahoo
BANKNIFTY,2011-02-11,10061.4004,10473.4502,10061.4004,10447.75,10447.6289,0,yahoo
BANKNIFTY,2011-02-14,10477.8496,10815.7002,10477.8496,10802.5498,10802.4238,0,yahoo
BANKNIFTY,2011-02-15,10821.5,11035.1504,10722.7002,10959.7002,10959.5732,0,yahoo
BANKNIFTY,2011-02-16,10929.25,11024.25,10908.6504,10960.7002,10960.5732,0,yahoo
BANKNIFTY,2011-02-17,10996.25,11190.2002,10918.0996,11134.7002,11134.5703,0,yahoo
BANKNIFTY,2011-02-18,11153.7998,11300.4502,10915.3496,10949.7002,10949.5732,0,yahoo
BANKNIFTY,2011-02-21,10935.2998,11070.3496,10806.2998,11050.0996,11049.9707,0,yahoo
BANKNIFTY,2011-02-22,10957.5,10957.5,10777.6504,10836.7998,10836.6738,0,yahoo
BANKNIFTY,2011-02-23,10776.7998,10857.8496,10628.6504,10646.4502,10646.3262,0,yahoo
BANKNIFTY,2011-02-24,10603.25,10643.25,10169,10210.75,10210.6309,0,yahoo
BANKNIFTY,2011-02-25,10329.6504,10510.5,10263.1504,10435.8496,10435.7285,0,yahoo
BANKNIFTY,2011-02-28,10512.2002,10744.8496,10364.3496,10435.3496,10435.2285,0,yahoo
BANKNIFTY,2011-03-01,10541.9502,10906.1504,10528.3496,10885.4004,10885.2734,0,yahoo
BANKNIFTY,2011-03-03,10805,11066.4004,10759.7002,10914.5,10914.373,0,yahoo
BANKNIFTY,2011-03-04,11008.9004,11134.0996,10924.0996,10963.4004,10963.2734,0,yahoo
BANKNIFTY,2011-03-07,10886.0996,10886.0996,10658.2998,10782.25,10782.125,0,yahoo
BANKNIFTY,2011-03-08,10782.5996,10962.7002,10779.1504,10931.5498,10931.4229,0,yahoo
BANKNIFTY,2011-03-09,10987.4004,11054,10904.5996,10974.7998,10974.6719,0,yahoo
BANKNIFTY,2011-03-10,10920.6504,10920.6504,10783.2998,10850.25,10850.124,0,yahoo
BANKNIFTY,2011-03-11,10772.9004,10904.2002,10697.0996,10740.9502,10740.8252,0,yahoo
BANKNIFTY,2011-03-14,10730.4004,10916.6504,10730.4004,10893.25,10893.123,0,yahoo
BANKNIFTY,2011-03-15,10673.9004,10784.2002,10591.2998,10725.7998,10725.6748,0,yahoo
BANKNIFTY,2011-03-16,10777.0996,11001.25,10777.0996,10957.5996,10957.4727,0,yahoo
BANKNIFTY,2011-03-17,10881.8496,11018.2998,10824.4004,10851.9502,10851.8242,0,yahoo
BANKNIFTY,2011-03-18,10882,10927.25,10699.4004,10715.9004,10715.7754,0,yahoo
BANKNIFTY,2011-03-21,10795.6504,10814.75,10661.1504,10723.5996,10723.4746,0,yahoo
BANKNIFTY,2011-03-22,10759.9502,10822.25,10726.25,10771.2998,10771.1748,0,yahoo
BANKNIFTY,2011-03-23,10755.8496,10972.2998,10744.7002,10958.0996,10957.9727,0,yahoo
BANKNIFTY,2011-03-24,11001.75,11112.5996,11001.75,11070.3496,11070.2207,0,yahoo
BANKNIFTY,2011-03-25,11179.2002,11420.4004,11136.4502,11387.2998,11387.167,0,yahoo
BANKNIFTY,2011-03-28,11348.8496,11599,11348.1504,11523.4004,11523.2666,0,yahoo
BANKNIFTY,2011-03-29,11522.75,11657.5996,11507.4502,11582.5,11582.3652,0,yahoo
BANKNIFTY,2011-03-30,11625.5,11801.6504,11625.5,11765.2002,11765.0635,0,yahoo
BANKNIFTY,2011-03-31,11804.9502,11898.4004,11569.25,11705.4502,11705.3145,0,yahoo
BANKNIFTY,2011-04-01,11713.0498,11738.4502,11540.8496,11590.9502,11590.8154,0,yahoo
BANKNIFTY,2011-04-04,11614.4502,11840.7002,11614.4502,11804.2998,11804.1631,0,yahoo
BANKNIFTY,2011-04-05,11853.5996,11861.1504,11678.0996,11798.9004,11798.7637,0,yahoo
BANKNIFTY,2011-04-06,11784.5498,11838.0498,11686.5498,11730.0498,11729.9131,0,yahoo
BANKNIFTY,2011-04-07,11724.75,11825,11656.7002,11754.4004,11754.2637,0,yahoo
BANKNIFTY,2011-04-08,11751.7998,11853.3496,11632.5498,11673.25,11673.1143,0,yahoo
BANKNIFTY,2011-04-11,11591,11637,11551.75,11597.7998,11597.665,0,yahoo
BANKNIFTY,2011-04-13,11531.4502,11856.3496,11490.5498,11839.5,11839.3623,0,yahoo
BANKNIFTY,2011-04-15,11810.0996,11950.7002,11707.5996,11735.6504,11735.5137,0,yahoo
BANKNIFTY,2011-04-18,11754.2002,11887.0996,11525.0498,11539.75,11539.6162,0,yahoo
BANKNIFTY,2011-04-19,11562.9502,11631.1504,11482.1504,11586.75,11586.6152,0,yahoo
BANKNIFTY,2011-04-20,11678.7002,11813.7002,11614.5996,11794.5498,11794.4131,0,yahoo
BANKNIFTY,2011-04-21,11857.4502,11926.0498,11836.9502,11894.75,11894.6113,0,yahoo
BANKNIFTY,2011-04-25,11860.3496,11978.0498,11860.3496,11879,11878.8623,0,yahoo
BANKNIFTY,2011-04-26,11903.7998,11912.4502,11709.7998,11867.7002,11867.5625,0,yahoo
BANKNIFTY,2011-04-27,11922.2998,11936.3496,11732.25,11779.8496,11779.7129,0,yahoo
BANKNIFTY,2011-04-28,11851.75,11855.2002,11659.5,11684.7998,11684.6641,0,yahoo
BANKNIFTY,2011-04-29,11671.0498,11723.25,11406.8496,11483.75,11483.6162,0,yahoo
BANKNIFTY,2011-05-02,11509.2998,11543.3496,11204.6504,11243.7998,11243.6689,0,yahoo
BANKNIFTY,2011-05-03,11222.0498,11349.5,10849.1504,10898.2998,10898.1729,0,yahoo
BANKNIFTY,2011-05-04,10888.4502,11013.4004,10797.5996,10913.3496,10913.2227,0,yahoo
BANKNIFTY,2011-05-05,10909.0498,10987.5996,10677.2998,10730.0996,10729.9746,0,yahoo
BANKNIFTY,2011-05-06,10751.2998,11167.4004,10751.2998,11145.0996,11144.9697,0,yahoo
BANKNIFTY,2011-05-09,11194.4502,11213.5,10956.3496,11076.5,11076.3711,0,yahoo
BANKNIFTY,2011-05-10,11068.5996,11096.9004,10945.7002,11009.4004,11009.2725,0,yahoo
BANKNIFTY,2011-05-11,11036.1504,11097.25,10904.0996,11059.0498,11058.9209,0,yahoo
BANKNIFTY,2011-05-12,11009.2998,11076,10865.1504,10887.4502,10887.3232,0,yahoo
BANKNIFTY,2011-05-13,10896.5498,11180.4004,10838.1504,11020.9502,11020.8223,0,yahoo
BANKNIFTY,2011-05-16,10975.1504,10975.1504,10878.6504,10912.3496,10912.2227,0,yahoo
BANKNIFTY,2011-05-17,10920.9502,10972.4502,10617.1504,10668.8496,10668.7256,0,yahoo
BANKNIFTY,2011-05-18,10669.5996,10695.7002,10550.9502,10599.0498,10598.9268,0,yahoo
BANKNIFTY,2011-05-19,10661.4502,10674.7002,10524.3496,10558.3496,10558.2266,0,yahoo
BANKNIFTY,2011-05-20,10582.4502,10727.25,10540.9502,10664.0996,10663.9756,0,yahoo
BANKNIFTY,2011-05-23,10612.5498,10612.5498,10339.9502,10368.25,10368.1299,0,yahoo
BANKNIFTY,2011-05-24,10360.9502,10524.7998,10360.75,10425.5498,10425.4287,0,yahoo
BANKNIFTY,2011-05-25,10427.1504,10428.25,10340.6504,10355.7998,10355.6797,0,yahoo
BANKNIFTY,2011-05-26,10404.0498,10501.9004,10379.25,10468.2998,10468.1777,0,yahoo
BANKNIFTY,2011-05-27,10491.4502,10735.2002,10491.4502,10722.6504,10722.5254,0,yahoo
BANKNIFTY,2011-05-30,10742,10823.25,10715.0996,10781.4502,10781.3252,0,yahoo
BANKNIFTY,2011-05-31,10828.9502,11036.75,10819.4502,11020.8496,11020.7217,19900,yahoo
BANKNIFTY,2011-06-01,11011.2002,11056.4004,10959.0996,11033.4004,11033.2725,0,yahoo
BANKNIFTY,2011-06-02,10872.25,10881.4004,10802.3496,10839.25,10839.124,0,yahoo
BANKNIFTY,2011-06-03,10860.25,10946.75,10751.0996,10782,10781.875,0,yahoo
BANKNIFTY,2011-06-06,10734.25,10873.9004,10682.2998,10854.6504,10854.5244,0,yahoo
BANKNIFTY,2011-06-07,10799.3496,10918.25,10796.1504,10873.4502,10873.3242,0,yahoo
BANKNIFTY,2011-06-08,10816.4004,10882.2998,10764.7002,10791.4502,10791.3252,0,yahoo
BANKNIFTY,2011-06-09,10775.4502,10850.3496,10734.75,10785.4004,10785.2754,0,yahoo
BANKNIFTY,2011-06-10,10800.4502,10814.8496,10627.5996,10714.25,10714.125,0,yahoo
BANKNIFTY,2011-06-13,10675.2998,10757.4004,10616.0498,10717.5,10717.375,0,yahoo
BANKNIFTY,2011-06-14,10737.2998,10830.4004,10737.2998,10803.9502,10803.8242,0,yahoo
BANKNIFTY,2011-06-15,10789.9004,10795.8496,10608.7998,10626.6504,10626.5273,0,yahoo
BANKNIFTY,2011-06-16,10550.6504,10706,10502.4004,10572.1504,10572.0273,0,yahoo
BANKNIFTY,2011-06-17,10652.8496,10652.8496,10548.2002,10598.25,10598.127,0,yahoo
BANKNIFTY,2011-06-20,10592.6504,10618.4004,10340.4004,10484.2998,10484.1777,0,yahoo
BANKNIFTY,2011-06-21,10503.75,10645.0996,10426.8496,10459.1504,10459.0293,0,yahoo
BANKNIFTY,2011-06-22,10526.4004,10551.7998,10435.0498,10475.2002,10475.0781,0,yahoo
BANKNIFTY,2011-06-23,10453.0996,10553.3496,10421.6504,10526.4502,10526.3281,0,yahoo
BANKNIFTY,2011-06-24,10576.5,10875.25,10576.5,10854.5,10854.374,0,yahoo
BANKNIFTY,2011-06-27,10808.9004,11068.5996,10774.0996,11032.5,11032.3721,0,yahoo
BANKNIFTY,2011-06-28,11059.1504,11114.2002,10986.7002,11054.0498,11053.9209,0,yahoo
BANKNIFTY,2011-06-29,11110.3496,11170.3496,11090.5498,11153.3496,11153.2197,0,yahoo
BANKNIFTY,2011-06-30,11183.25,11271.3496,11149.2002,11244.6504,11244.5195,0,yahoo
BANKNIFTY,2011-07-01,11359.9502,11359.9502,11190,11255,11254.8691,0,yahoo
BANKNIFTY,2011-07-04,11379.0498,11401,11322.0498,11379.7998,11379.668,0,yahoo
BANKNIFTY,2011-07-05,11385.0498,11431.7002,11302.5996,11406.0996,11405.9668,0,yahoo
BANKNIFTY,2011-07-06,11379.2002,11404.7002,11255.0498,11283.0498,11282.9189,0,yahoo
BANKNIFTY,2011-07-07,11298,11446.5498,11232.1504,11426.0996,11425.9668,0,yahoo
BANKNIFTY,2011-07-08,11431.9502,11451.25,11270,11285.1504,11285.0195,0,yahoo
BANKNIFTY,2011-07-11,11275,11275,11106.8496,11135.5,11135.3701,0,yahoo
BANKNIFTY,2011-07-12,11040.7002,11131.75,10941.2998,11022.5498,11022.4219,0,yahoo
BANKNIFTY,2011-07-13,11065.2002,11164.25,11060.9004,11142.25,11142.1201,0,yahoo
BANKNIFTY,2011-07-14,11121.4004,11385.3496,11072.5,11263.7998,11263.6689,0,yahoo
BANKNIFTY,2011-07-15,11249.4004,11334.5996,11195.5,11234.5498,11234.4189,0,yahoo
BANKNIFTY,2011-07-18,11234.7002,11277.4502,11176.8496,11228.8496,11228.7188,0,yahoo
BANKNIFTY,2011-07-19,11230.0498,11353.75,11204.75,11313.8496,11313.7178,0,yahoo
BANKNIFTY,2011-07-20,11372.1504,11388.5,11142.4004,11164.7002,11164.5703,0,yahoo
BANKNIFTY,2011-07-21,11159.0996,11193.0498,11021.7002,11049.7998,11049.6709,0,yahoo
BANKNIFTY,2011-07-22,11110.75,11309.4502,11105.7002,11291.9502,11291.8193,0,yahoo
BANKNIFTY,2011-07-25,11286.25,11433.0996,11233.3496,11391.7998,11391.667,0,yahoo
BANKNIFTY,2011-07-26,11397.9502,11430.75,11068.2002,11114.5498,11114.4209,0,yahoo
BANKNIFTY,2011-07-27,11126.7002,11139.6504,10961.9502,11000.1504,11000.0225,0,yahoo
BANKNIFTY,2011-07-28,10902.5996,10954.25,10799.8496,10828.5,10828.374,0,yahoo
BANKNIFTY,2011-07-29,10820.6504,10968.7998,10758.4004,10893.6504,10893.5234,0,yahoo
BANKNIFTY,2011-08-01,11014.1504,11064.9004,10882.0498,10939,10938.873,0,yahoo
BANKNIFTY,2011-08-02,10902.5498,10902.5498,10720.2998,10743.2998,10743.1748,0,yahoo
BANKNIFTY,2011-08-03,10647.9004,10686.4004,10545.1504,10639.5498,10639.4258,0,yahoo
BANKNIFTY,2011-08-04,10682.4502,10765.9502,10515.0498,10537.0498,10536.9277,0,yahoo
BANKNIFTY,2011-08-05,10306.0996,10392.25,10150.2998,10354.5,10354.3799,0,yahoo
BANKNIFTY,2011-08-08,10121.4004,10481.5,10072.4502,10232.2998,10232.1807,0,yahoo
BANKNIFTY,2011-08-09,9952.2002,10424.25,9920.7998,10196.5498,10196.4316,0,yahoo
BANKNIFTY,2011-08-10,10516.4502,10516.4502,10393.7002,10463.2002,10463.0781,0,yahoo
BANKNIFTY,2011-08-11,10419.4004,10516.9004,10323.5,10338.7998,10338.6797,0,yahoo
BANKNIFTY,2011-08-12,10469.1504,10469.1504,10131.6504,10182.7002,10182.582,0,yahoo
BANKNIFTY,2011-08-16,10315.0996,10315.0996,10023,10056.4004,10056.2832,0,yahoo
BANKNIFTY,2011-08-17,10050,10173.0996,9869.75,9953.2002,9953.085,0,yahoo
BANKNIFTY,2011-08-18,9987.5996,10002.2998,9564.9502,9601.5,9601.3887,0,yahoo
BANKNIFTY,2011-08-19,9452.7002,9587.7002,9280.25,9404.8496,9404.7402,0,yahoo
BANKNIFTY,2011-08-22,9422.6504,9466.0996,9224.9502,9407.3496,9407.2402,0,yahoo
BANKNIFTY,2011-08-23,9474.0498,9523,9303.3496,9488.7002,9488.5898,0,yahoo
BANKNIFTY,2011-08-24,9453.0498,9561.9004,9275.1504,9331.8496,9331.7412,0,yahoo
BANKNIFTY,2011-08-25,9393.3496,9401.1504,9134.9502,9177.25,9177.1436,0,yahoo
BANKNIFTY,2011-08-26,9186.4004,9217.7002,8917.9502,8974.5498,8974.4453,0,yahoo
BANKNIFTY,2011-08-29,9099.8496,9378.0996,9099.8496,9342.4502,9342.3418,0,yahoo
BANKNIFTY,2011-08-30,9466.2998,9565.2998,9355.1504,9533.4004,9533.29,0,yahoo
BANKNIFTY,2011-09-02,9707.4502,9707.4502,9490,9581.3496,9581.2383,0,yahoo
BANKNIFTY,2011-09-05,9509,9630.0498,9448.75,9614.0498,9613.9385,0,yahoo
BANKNIFTY,2011-09-06,9556.9502,9695.4502,9364.5996,9657.5996,9657.4873,0,yahoo
BANKNIFTY,2011-09-07,9698.4004,9906.7998,9683.9502,9858.9004,9858.7861,0,yahoo
BANKNIFTY,2011-09-08,9888.5498,9940.25,9749.2002,9920.0498,9919.9346,0,yahoo
BANKNIFTY,2011-09-09,9947.0996,9972,9647.5996,9678.7002,9678.5879,0,yahoo
BANKNIFTY,2011-09-12,9550.9502,9550.9502,9347.1504,9395.25,9395.1406,0,yahoo
BANKNIFTY,2011-09-13,9454.4502,9567.5,9260.9004,9339.7002,9339.5918,0,yahoo
BANKNIFTY,2011-09-14,9365.0498,9507.3496,9267.5498,9472.4502,9472.3398,0,yahoo
BANKNIFTY,2011-09-15,9569.3496,9708.7998,9390.0996,9660.3496,9660.2373,0,yahoo
BANKNIFTY,2011-09-16,9744.6504,9798.75,9590.1504,9720.25,9720.1367,0,yahoo
BANKNIFTY,2011-09-19,9664.3496,9664.3496,9545.8496,9583.5498,9583.4385,0,yahoo
BANKNIFTY,2011-09-20,9589.3496,9848.6504,9578.5996,9812.7002,9812.5859,0,yahoo
BANKNIFTY,2011-09-21,9838.5996,9962.9502,9809.2998,9929,9928.8848,0,yahoo
BANKNIFTY,2011-09-22,9756.2002,9756.2002,9489.7002,9520.5996,9520.4893,0,yahoo
BANKNIFTY,2011-09-23,9418.7002,9540.7998,9284.6504,9375.7002,9375.5908,0,yahoo
BANKNIFTY,2011-09-26,9373.9502,9467.75,9165.7998,9384.5,9384.3906,0,yahoo
